OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
313575;1;"{""coordinates"": [-0.3717271381678888, 39.46689377474789], ""type"": ""Point""}";39.46689377474789, -0.3717271381678888
313576;1;"{""coordinates"": [-0.3724947664845146, 39.46798313443261], ""type"": ""Point""}";39.46798313443261, -0.3724947664845146
313578;1;"{""coordinates"": [-0.37319224801599754, 39.48039352587038], ""type"": ""Point""}";39.48039352587038, -0.37319224801599754
313579;1;"{""coordinates"": [-0.33320853926319266, 39.44597937656855], ""type"": ""Point""}";39.44597937656855, -0.33320853926319266
313581;1;"{""coordinates"": [-0.33312142685126733, 39.447403438288546], ""type"": ""Point""}";39.447403438288546, -0.33312142685126733
313583;1;"{""coordinates"": [-0.33405126444556243, 39.447965368234485], ""type"": ""Point""}";39.447965368234485, -0.33405126444556243
313585;1;"{""coordinates"": [-0.33151325594629877, 39.44930513099363], ""type"": ""Point""}";39.44930513099363, -0.33151325594629877
313586;3;"{""coordinates"": [-0.3314953464031074, 39.449539452034415], ""type"": ""Point""}";39.449539452034415, -0.3314953464031074
313587;1;"{""coordinates"": [-0.3298124372758897, 39.44927344634219], ""type"": ""Point""}";39.44927344634219, -0.3298124372758897
313594;1;"{""coordinates"": [-0.3346498208441422, 39.45885931704114], ""type"": ""Point""}";39.45885931704114, -0.3346498208441422
313596;1;"{""coordinates"": [-0.3400256667477034, 39.459000807090426], ""type"": ""Point""}";39.459000807090426, -0.3400256667477034
313597;1;"{""coordinates"": [-0.3492350268581631, 39.46001763591235], ""type"": ""Point""}";39.46001763591235, -0.3492350268581631
313599;1;"{""coordinates"": [-0.3485500634672023, 39.4617710268582], ""type"": ""Point""}";39.4617710268582, -0.3485500634672023
313600;1;"{""coordinates"": [-0.33736347724565335, 39.45998862598313], ""type"": ""Point""}";39.45998862598313, -0.33736347724565335
313601;1;"{""coordinates"": [-0.3348606929701009, 39.46032494018793], ""type"": ""Point""}";39.46032494018793, -0.3348606929701009
313603;1;"{""coordinates"": [-0.3729133100804003, 39.475287987540575], ""type"": ""Point""}";39.475287987540575, -0.3729133100804003
313604;1;"{""coordinates"": [-0.31797846606089497, 39.30958690429428], ""type"": ""Point""}";39.30958690429428, -0.31797846606089497
313605;1;"{""coordinates"": [-0.3838982629258304, 39.490949783996115], ""type"": ""Point""}";39.490949783996115, -0.3838982629258304
313610;1;"{""coordinates"": [-0.3463191711040907, 39.46171257659284], ""type"": ""Point""}";39.46171257659284, -0.3463191711040907
313612;1;"{""coordinates"": [-0.34597157674502127, 39.46216404103989], ""type"": ""Point""}";39.46216404103989, -0.34597157674502127
313613;1;"{""coordinates"": [-0.3471402600627931, 39.46266340548273], ""type"": ""Point""}";39.46266340548273, -0.3471402600627931
313620;1;"{""coordinates"": [-0.339887323255681, 39.4632470083555], ""type"": ""Point""}";39.4632470083555, -0.339887323255681
313622;1;"{""coordinates"": [-0.3391431519956312, 39.4651046934799], ""type"": ""Point""}";39.4651046934799, -0.3391431519956312
313623;1;"{""coordinates"": [-0.3394800410544003, 39.46520567415682], ""type"": ""Point""}";39.46520567415682, -0.3394800410544003
313627;1;"{""coordinates"": [-0.3273199789513271, 39.46601298655808], ""type"": ""Point""}";39.46601298655808, -0.3273199789513271
313631;2;"{""coordinates"": [-0.3302006330620965, 39.4672063745832], ""type"": ""Point""}";39.4672063745832, -0.3302006330620965
313648;1;"{""coordinates"": [-0.34557521472151376, 39.46711034766607], ""type"": ""Point""}";39.46711034766607, -0.34557521472151376
313650;1;"{""coordinates"": [-0.34676451445490886, 39.46523513573938], ""type"": ""Point""}";39.46523513573938, -0.34676451445490886
313655;1;"{""coordinates"": [-0.348129133688465, 39.468615650584255], ""type"": ""Point""}";39.468615650584255, -0.348129133688465
313656;1;"{""coordinates"": [-0.34605246070033946, 39.46831408823759], ""type"": ""Point""}";39.46831408823759, -0.34605246070033946
313658;1;"{""coordinates"": [-0.3374925173890544, 39.466070723927345], ""type"": ""Point""}";39.466070723927345, -0.3374925173890544
313660;1;"{""coordinates"": [-0.33506251879694465, 39.4683127682447], ""type"": ""Point""}";39.4683127682447, -0.33506251879694465
313665;1;"{""coordinates"": [-0.341002849809224, 39.466404971064904], ""type"": ""Point""}";39.466404971064904, -0.341002849809224
313668;1;"{""coordinates"": [-0.340485700936553, 39.46823889508823], ""type"": ""Point""}";39.46823889508823, -0.340485700936553
313669;1;"{""coordinates"": [-0.34258311407701203, 39.468727386128904], ""type"": ""Point""}";39.468727386128904, -0.34258311407701203
313672;1;"{""coordinates"": [-0.34723878979506934, 39.473389077962274], ""type"": ""Point""}";39.473389077962274, -0.34723878979506934
313674;1;"{""coordinates"": [-0.34342680895315153, 39.47227231381602], ""type"": ""Point""}";39.47227231381602, -0.34342680895315153
313675;2;"{""coordinates"": [-0.34052438245535777, 39.47141530076945], ""type"": ""Point""}";39.47141530076945, -0.34052438245535777
313679;1;"{""coordinates"": [-0.33816590370072414, 39.47000216176672], ""type"": ""Point""}";39.47000216176672, -0.33816590370072414
313691;1;"{""coordinates"": [-0.34761314714878555, 39.47165620394686], ""type"": ""Point""}";39.47165620394686, -0.34761314714878555
313692;1;"{""coordinates"": [-0.3463916270965073, 39.47145120489811], ""type"": ""Point""}";39.47145120489811, -0.3463916270965073
313694;1;"{""coordinates"": [-0.34486111832317756, 39.468532066272004], ""type"": ""Point""}";39.468532066272004, -0.34486111832317756
313701;2;"{""coordinates"": [-0.39414083204186945, 39.49314536197281], ""type"": ""Point""}";39.49314536197281, -0.39414083204186945
313703;1;"{""coordinates"": [-0.404054232056484, 39.468671451351575], ""type"": ""Point""}";39.468671451351575, -0.404054232056484
313704;1;"{""coordinates"": [-0.4004186300822293, 39.49529697228525], ""type"": ""Point""}";39.49529697228525, -0.4004186300822293
313706;1;"{""coordinates"": [-0.38749499325930786, 39.45836142116575], ""type"": ""Point""}";39.45836142116575, -0.38749499325930786
313707;1;"{""coordinates"": [-0.35389495108849844, 39.48679026894354], ""type"": ""Point""}";39.48679026894354, -0.35389495108849844
313717;1;"{""coordinates"": [-0.40277840915791313, 39.53944716850177], ""type"": ""Point""}";39.53944716850177, -0.40277840915791313
313718;1;"{""coordinates"": [-0.4044135976794515, 39.46779703540902], ""type"": ""Point""}";39.46779703540902, -0.4044135976794515
313720;1;"{""coordinates"": [-0.3992651379076119, 39.49705772109144], ""type"": ""Point""}";39.49705772109144, -0.3992651379076119
313721;1;"{""coordinates"": [-0.3905449234328366, 39.472367696914546], ""type"": ""Point""}";39.472367696914546, -0.3905449234328366
313722;1;"{""coordinates"": [-0.3805483343562886, 39.44723102436042], ""type"": ""Point""}";39.44723102436042, -0.3805483343562886
313724;1;"{""coordinates"": [-0.3974082652345521, 39.494363404777495], ""type"": ""Point""}";39.494363404777495, -0.3974082652345521
313731;1;"{""coordinates"": [-0.39385309196617985, 39.49011882708591], ""type"": ""Point""}";39.49011882708591, -0.39385309196617985
313736;1;"{""coordinates"": [-0.3919690223870662, 39.49390186776274], ""type"": ""Point""}";39.49390186776274, -0.3919690223870662
313739;1;"{""coordinates"": [-0.36539816724739627, 39.42434621271544], ""type"": ""Point""}";39.42434621271544, -0.36539816724739627
313753;1;"{""coordinates"": [-0.3541669613771397, 39.462743044926114], ""type"": ""Point""}";39.462743044926114, -0.3541669613771397
313757;1;"{""coordinates"": [-0.38144249073234465, 39.45243936632703], ""type"": ""Point""}";39.45243936632703, -0.38144249073234465
313760;1;"{""coordinates"": [-0.3721871088780176, 39.450590238627065], ""type"": ""Point""}";39.450590238627065, -0.3721871088780176
313761;1;"{""coordinates"": [-0.39316543432762713, 39.43555791976632], ""type"": ""Point""}";39.43555791976632, -0.39316543432762713
313765;1;"{""coordinates"": [-0.38211517938853995, 39.4924828998785], ""type"": ""Point""}";39.4924828998785, -0.38211517938853995
313769;1;"{""coordinates"": [-0.37854984635600025, 39.44016717660426], ""type"": ""Point""}";39.44016717660426, -0.37854984635600025
313776;1;"{""coordinates"": [-0.34917065867729, 39.467552487898445], ""type"": ""Point""}";39.467552487898445, -0.34917065867729
313779;1;"{""coordinates"": [-0.39033592253185334, 39.48930703178186], ""type"": ""Point""}";39.48930703178186, -0.39033592253185334
313780;1;"{""coordinates"": [-0.3948647360035302, 39.46308004111479], ""type"": ""Point""}";39.46308004111479, -0.3948647360035302
313782;1;"{""coordinates"": [-0.3568057596535891, 39.483407996066795], ""type"": ""Point""}";39.483407996066795, -0.3568057596535891
313783;1;"{""coordinates"": [-0.39654215016992594, 39.46226749318667], ""type"": ""Point""}";39.46226749318667, -0.39654215016992594
313784;1;"{""coordinates"": [-0.3939700060666589, 39.4555706484687], ""type"": ""Point""}";39.4555706484687, -0.3939700060666589
313786;1;"{""coordinates"": [-0.3718857662375513, 39.49518384329318], ""type"": ""Point""}";39.49518384329318, -0.3718857662375513
313787;1;"{""coordinates"": [-0.3771467920410102, 39.4527815585379], ""type"": ""Point""}";39.4527815585379, -0.3771467920410102
313794;1;"{""coordinates"": [-0.3848173085433787, 39.45263614239789], ""type"": ""Point""}";39.45263614239789, -0.3848173085433787
313797;6;"{""coordinates"": [-0.4038056241607816, 39.49025585949019], ""type"": ""Point""}";39.49025585949019, -0.4038056241607816
313803;1;"{""coordinates"": [-0.4070257404680631, 39.472012421888216], ""type"": ""Point""}";39.472012421888216, -0.4070257404680631
313805;1;"{""coordinates"": [-0.3929557762901586, 39.501394620074706], ""type"": ""Point""}";39.501394620074706, -0.3929557762901586
313806;1;"{""coordinates"": [-0.4179575639020009, 39.50356034675575], ""type"": ""Point""}";39.50356034675575, -0.4179575639020009
313808;1;"{""coordinates"": [-0.4028081728915987, 39.496282414452295], ""type"": ""Point""}";39.496282414452295, -0.4028081728915987
313811;1;"{""coordinates"": [-0.33828984455724886, 39.46672128563472], ""type"": ""Point""}";39.46672128563472, -0.33828984455724886
313813;1;"{""coordinates"": [-0.3361116300983477, 39.46630921472061], ""type"": ""Point""}";39.46630921472061, -0.3361116300983477
313815;1;"{""coordinates"": [-0.3593001750489195, 39.48356298632222], ""type"": ""Point""}";39.48356298632222, -0.3593001750489195
313817;1;"{""coordinates"": [-0.3932209177111353, 39.4443379538294], ""type"": ""Point""}";39.4443379538294, -0.3932209177111353
313818;1;"{""coordinates"": [-0.36509460615428047, 39.46018436562322], ""type"": ""Point""}";39.46018436562322, -0.36509460615428047
313826;1;"{""coordinates"": [-0.36240549140991957, 39.45836546326079], ""type"": ""Point""}";39.45836546326079, -0.36240549140991957
313830;1;"{""coordinates"": [-0.3395798437664642, 39.46388215884185], ""type"": ""Point""}";39.46388215884185, -0.3395798437664642
313831;1;"{""coordinates"": [-0.36034138235390867, 39.458170054125745], ""type"": ""Point""}";39.458170054125745, -0.36034138235390867
313832;1;"{""coordinates"": [-0.36077879144575586, 39.46171127082951], ""type"": ""Point""}";39.46171127082951, -0.36077879144575586
313834;1;"{""coordinates"": [-0.3670662932736365, 39.44896682153495], ""type"": ""Point""}";39.44896682153495, -0.3670662932736365
313836;1;"{""coordinates"": [-0.3589194490140517, 39.45942351055954], ""type"": ""Point""}";39.45942351055954, -0.3589194490140517
313837;1;"{""coordinates"": [-0.3590065264250163, 39.459386102960586], ""type"": ""Point""}";39.459386102960586, -0.3590065264250163
313842;1;"{""coordinates"": [-0.35813656928365917, 39.45805157922513], ""type"": ""Point""}";39.45805157922513, -0.35813656928365917
313843;1;"{""coordinates"": [-0.35868793732251214, 39.457160656124785], ""type"": ""Point""}";39.457160656124785, -0.35868793732251214
313845;1;"{""coordinates"": [-0.35326568387938406, 39.47644793559296], ""type"": ""Point""}";39.47644793559296, -0.35326568387938406
313847;1;"{""coordinates"": [-0.33885305323446335, 39.468091207786905], ""type"": ""Point""}";39.468091207786905, -0.33885305323446335
313849;1;"{""coordinates"": [-0.3521967225871101, 39.47206498394934], ""type"": ""Point""}";39.47206498394934, -0.3521967225871101
313854;1;"{""coordinates"": [-0.3557310119920913, 39.48043767216521], ""type"": ""Point""}";39.48043767216521, -0.3557310119920913
313856;1;"{""coordinates"": [-0.35994672677712597, 39.477946436110216], ""type"": ""Point""}";39.477946436110216, -0.35994672677712597
313861;1;"{""coordinates"": [-0.3649947298728925, 39.48184889383048], ""type"": ""Point""}";39.48184889383048, -0.3649947298728925
313862;1;"{""coordinates"": [-0.36831472837777957, 39.45266095196839], ""type"": ""Point""}";39.45266095196839, -0.36831472837777957
313866;1;"{""coordinates"": [-0.3847308189462534, 39.46678953281763], ""type"": ""Point""}";39.46678953281763, -0.3847308189462534
313867;1;"{""coordinates"": [-0.3993097571169334, 39.46497754311012], ""type"": ""Point""}";39.46497754311012, -0.3993097571169334
313869;1;"{""coordinates"": [-0.399843294357402, 39.454663095464994], ""type"": ""Point""}";39.454663095464994, -0.399843294357402
313875;1;"{""coordinates"": [-0.3854980906558636, 39.48495344497853], ""type"": ""Point""}";39.48495344497853, -0.3854980906558636
313876;1;"{""coordinates"": [-0.38197454535509495, 39.482914439081775], ""type"": ""Point""}";39.482914439081775, -0.38197454535509495
313877;2;"{""coordinates"": [-0.42653376228518547, 39.49882423151642], ""type"": ""Point""}";39.49882423151642, -0.42653376228518547
313882;1;"{""coordinates"": [-0.39840589787203673, 39.470384124744825], ""type"": ""Point""}";39.470384124744825, -0.39840589787203673
313884;1;"{""coordinates"": [-0.4250072247258227, 39.50253998383011], ""type"": ""Point""}";39.50253998383011, -0.4250072247258227
313888;1;"{""coordinates"": [-0.4221023059618143, 39.50435071803189], ""type"": ""Point""}";39.50435071803189, -0.4221023059618143
313892;1;"{""coordinates"": [-0.4224766655631606, 39.49742885137043], ""type"": ""Point""}";39.49742885137043, -0.4224766655631606
313893;1;"{""coordinates"": [-0.36459561303505006, 39.47493876385831], ""type"": ""Point""}";39.47493876385831, -0.36459561303505006
313894;1;"{""coordinates"": [-0.34366455899515097, 39.47083642077869], ""type"": ""Point""}";39.47083642077869, -0.34366455899515097
313895;1;"{""coordinates"": [-0.42110185478064494, 39.50446272063484], ""type"": ""Point""}";39.50446272063484, -0.42110185478064494
313901;1;"{""coordinates"": [-0.4175140260859661, 39.50372156651158], ""type"": ""Point""}";39.50372156651158, -0.4175140260859661
313902;1;"{""coordinates"": [-0.41815503504255547, 39.5011147066197], ""type"": ""Point""}";39.5011147066197, -0.41815503504255547
313904;1;"{""coordinates"": [-0.3781988572510086, 39.51719969783267], ""type"": ""Point""}";39.51719969783267, -0.3781988572510086
313906;1;"{""coordinates"": [-0.3982010192516715, 39.48534799565334], ""type"": ""Point""}";39.48534799565334, -0.3982010192516715
313907;1;"{""coordinates"": [-0.3292247448236076, 39.473573807388526], ""type"": ""Point""}";39.473573807388526, -0.3292247448236076
313910;1;"{""coordinates"": [-0.4179263530136505, 39.500458764872256], ""type"": ""Point""}";39.500458764872256, -0.4179263530136505
313913;1;"{""coordinates"": [-0.3971970261402785, 39.46007503236979], ""type"": ""Point""}";39.46007503236979, -0.3971970261402785
313914;1;"{""coordinates"": [-0.37644319626371486, 39.49435453831701], ""type"": ""Point""}";39.49435453831701, -0.37644319626371486
313916;1;"{""coordinates"": [-0.33407216138393114, 39.44496487416148], ""type"": ""Point""}";39.44496487416148, -0.33407216138393114
313922;1;"{""coordinates"": [-0.36022326170197194, 39.453017711109034], ""type"": ""Point""}";39.453017711109034, -0.36022326170197194
313926;1;"{""coordinates"": [-0.3434680418694291, 39.46617403373425], ""type"": ""Point""}";39.46617403373425, -0.3434680418694291
313927;1;"{""coordinates"": [-0.3433527277640097, 39.466139659826254], ""type"": ""Point""}";39.466139659826254, -0.3433527277640097
313931;1;"{""coordinates"": [-0.3638157000508315, 39.43020607724637], ""type"": ""Point""}";39.43020607724637, -0.3638157000508315
313933;1;"{""coordinates"": [-0.3923021122723193, 39.46310202698004], ""type"": ""Point""}";39.46310202698004, -0.3923021122723193
313934;1;"{""coordinates"": [-0.39087955068040736, 39.463281716064316], ""type"": ""Point""}";39.463281716064316, -0.39087955068040736
313939;1;"{""coordinates"": [-0.39111075339142537, 39.513954288822454], ""type"": ""Point""}";39.513954288822454, -0.39111075339142537
313941;1;"{""coordinates"": [-0.38075250213443423, 39.49607926686978], ""type"": ""Point""}";39.49607926686978, -0.38075250213443423
313944;1;"{""coordinates"": [-0.3982400266605057, 39.43379164276282], ""type"": ""Point""}";39.43379164276282, -0.3982400266605057
313945;1;"{""coordinates"": [-0.41908641394435703, 39.50277789552793], ""type"": ""Point""}";39.50277789552793, -0.41908641394435703
313952;1;"{""coordinates"": [-0.39052588617796086, 39.514380294745415], ""type"": ""Point""}";39.514380294745415, -0.39052588617796086
313953;1;"{""coordinates"": [-0.3866077278871918, 39.46941696066877], ""type"": ""Point""}";39.46941696066877, -0.3866077278871918
313954;1;"{""coordinates"": [-0.39938779321725826, 39.470937613736204], ""type"": ""Point""}";39.470937613736204, -0.39938779321725826
313955;1;"{""coordinates"": [-0.36491135142317327, 39.42899159292719], ""type"": ""Point""}";39.42899159292719, -0.36491135142317327
311501;2;"{""coordinates"": [-0.3750601106805069, 39.46911552339463], ""type"": ""Point""}";39.46911552339463, -0.3750601106805069
311502;1;"{""coordinates"": [-0.37286524852612585, 39.45015982178961], ""type"": ""Point""}";39.45015982178961, -0.37286524852612585
311503;1;"{""coordinates"": [-0.3765400236287706, 39.51555198246819], ""type"": ""Point""}";39.51555198246819, -0.3765400236287706
311504;1;"{""coordinates"": [-0.343552913988018, 39.466388084986384], ""type"": ""Point""}";39.466388084986384, -0.343552913988018
311507;1;"{""coordinates"": [-0.37683867337399285, 39.48503508900701], ""type"": ""Point""}";39.48503508900701, -0.37683867337399285
311509;1;"{""coordinates"": [-0.4153749361348002, 39.46899303724829], ""type"": ""Point""}";39.46899303724829, -0.4153749361348002
311512;1;"{""coordinates"": [-0.37845810335754504, 39.45381589741067], ""type"": ""Point""}";39.45381589741067, -0.37845810335754504
311514;1;"{""coordinates"": [-0.3794643093256477, 39.493162765116715], ""type"": ""Point""}";39.493162765116715, -0.3794643093256477
311515;1;"{""coordinates"": [-0.37744804881562743, 39.49158218876406], ""type"": ""Point""}";39.49158218876406, -0.37744804881562743
311516;1;"{""coordinates"": [-0.3744593082975585, 39.49805646170423], ""type"": ""Point""}";39.49805646170423, -0.3744593082975585
311519;1;"{""coordinates"": [-0.3965914877499682, 39.49468376574105], ""type"": ""Point""}";39.49468376574105, -0.3965914877499682
311521;1;"{""coordinates"": [-0.33534333805679567, 39.46665964405573], ""type"": ""Point""}";39.46665964405573, -0.33534333805679567
311525;1;"{""coordinates"": [-0.3647919328441771, 39.424123889843145], ""type"": ""Point""}";39.424123889843145, -0.3647919328441771
311528;1;"{""coordinates"": [-0.376146313328216, 39.486730521359135], ""type"": ""Point""}";39.486730521359135, -0.376146313328216
311529;1;"{""coordinates"": [-0.34878735718804577, 39.466935157064945], ""type"": ""Point""}";39.466935157064945, -0.34878735718804577
311530;1;"{""coordinates"": [-0.3334722681186283, 39.46533718773846], ""type"": ""Point""}";39.46533718773846, -0.3334722681186283
311532;1;"{""coordinates"": [-0.3317234095581412, 39.461727854586044], ""type"": ""Point""}";39.461727854586044, -0.3317234095581412
311533;1;"{""coordinates"": [-0.40265061105151884, 39.45315977616113], ""type"": ""Point""}";39.45315977616113, -0.40265061105151884
311535;2;"{""coordinates"": [-0.35035286201176113, 39.457594019377865], ""type"": ""Point""}";39.457594019377865, -0.35035286201176113
311537;2;"{""coordinates"": [-0.36209006199560395, 39.42809615140605], ""type"": ""Point""}";39.42809615140605, -0.36209006199560395
311542;1;"{""coordinates"": [-0.3961395698432725, 39.46474220037461], ""type"": ""Point""}";39.46474220037461, -0.3961395698432725
311543;1;"{""coordinates"": [-0.3608483586661617, 39.48169848201431], ""type"": ""Point""}";39.48169848201431, -0.3608483586661617
311545;1;"{""coordinates"": [-0.40340510974144234, 39.451706866851026], ""type"": ""Point""}";39.451706866851026, -0.40340510974144234
311547;1;"{""coordinates"": [-0.36726851261696025, 39.4721997010192], ""type"": ""Point""}";39.4721997010192, -0.36726851261696025
311551;1;"{""coordinates"": [-0.33973844552302246, 39.450835715431865], ""type"": ""Point""}";39.450835715431865, -0.33973844552302246
311556;1;"{""coordinates"": [-0.354339034252168, 39.45440329084116], ""type"": ""Point""}";39.45440329084116, -0.354339034252168
311559;1;"{""coordinates"": [-0.3930973869037208, 39.45153704555918], ""type"": ""Point""}";39.45153704555918, -0.3930973869037208
311564;1;"{""coordinates"": [-0.3630705956336116, 39.423246439519026], ""type"": ""Point""}";39.423246439519026, -0.3630705956336116
311566;1;"{""coordinates"": [-0.3301954174161915, 39.47530152764746], ""type"": ""Point""}";39.47530152764746, -0.3301954174161915
311567;1;"{""coordinates"": [-0.3248830646091321, 39.4685096290249], ""type"": ""Point""}";39.4685096290249, -0.3248830646091321
311571;1;"{""coordinates"": [-0.3752608365326541, 39.45576251230886], ""type"": ""Point""}";39.45576251230886, -0.3752608365326541
311574;1;"{""coordinates"": [-0.4123873575299647, 39.45948915791492], ""type"": ""Point""}";39.45948915791492, -0.4123873575299647
311575;1;"{""coordinates"": [-0.3588331603560766, 39.48834634438243], ""type"": ""Point""}";39.48834634438243, -0.3588331603560766
311576;1;"{""coordinates"": [-0.4008573201067079, 39.461193091601096], ""type"": ""Point""}";39.461193091601096, -0.4008573201067079
311578;1;"{""coordinates"": [-0.36656957534777107, 39.48747637170621], ""type"": ""Point""}";39.48747637170621, -0.36656957534777107
311579;1;"{""coordinates"": [-0.3683605447853203, 39.45476213134023], ""type"": ""Point""}";39.45476213134023, -0.3683605447853203
311581;1;"{""coordinates"": [-0.3608036015611298, 39.48305273443332], ""type"": ""Point""}";39.48305273443332, -0.3608036015611298
311583;1;"{""coordinates"": [-0.3433081008863001, 39.460307927229735], ""type"": ""Point""}";39.460307927229735, -0.3433081008863001
311587;1;"{""coordinates"": [-0.40815296861771366, 39.4706201979392], ""type"": ""Point""}";39.4706201979392, -0.40815296861771366
311588;1;"{""coordinates"": [-0.38043546644126697, 39.48990990136613], ""type"": ""Point""}";39.48990990136613, -0.38043546644126697
311592;1;"{""coordinates"": [-0.32867792968303666, 39.48087570803925], ""type"": ""Point""}";39.48087570803925, -0.32867792968303666
311594;1;"{""coordinates"": [-0.3890979680248092, 39.492667229527626], ""type"": ""Point""}";39.492667229527626, -0.3890979680248092
311597;2;"{""coordinates"": [-0.35171380823721826, 39.47015857230117], ""type"": ""Point""}";39.47015857230117, -0.35171380823721826
311602;1;"{""coordinates"": [-0.35395236609579, 39.46577538594443], ""type"": ""Point""}";39.46577538594443, -0.35395236609579
311605;1;"{""coordinates"": [-0.3486567970592274, 39.47667139204156], ""type"": ""Point""}";39.47667139204156, -0.3486567970592274
311608;1;"{""coordinates"": [-0.38836258974607935, 39.4458554759388], ""type"": ""Point""}";39.4458554759388, -0.38836258974607935
311609;1;"{""coordinates"": [-0.35526351855120897, 39.474497729140786], ""type"": ""Point""}";39.474497729140786, -0.35526351855120897
311610;1;"{""coordinates"": [-0.3884621376587571, 39.462038362547524], ""type"": ""Point""}";39.462038362547524, -0.3884621376587571
311620;1;"{""coordinates"": [-0.40098511690160754, 39.46299542962689], ""type"": ""Point""}";39.46299542962689, -0.40098511690160754
311622;1;"{""coordinates"": [-0.34811840471265065, 39.4522147963007], ""type"": ""Point""}";39.4522147963007, -0.34811840471265065
311623;1;"{""coordinates"": [-0.3901711642122662, 39.44604943901143], ""type"": ""Point""}";39.44604943901143, -0.3901711642122662
311625;1;"{""coordinates"": [-0.4140723985157163, 39.46909368968035], ""type"": ""Point""}";39.46909368968035, -0.4140723985157163
311637;1;"{""coordinates"": [-0.34660446319751215, 39.47200843654216], ""type"": ""Point""}";39.47200843654216, -0.34660446319751215
311645;1;"{""coordinates"": [-0.35762483085168817, 39.467805021557545], ""type"": ""Point""}";39.467805021557545, -0.35762483085168817
311647;1;"{""coordinates"": [-0.3300968737649608, 39.48282584321831], ""type"": ""Point""}";39.48282584321831, -0.3300968737649608
311648;1;"{""coordinates"": [-0.3518271500175902, 39.464610439770574], ""type"": ""Point""}";39.464610439770574, -0.3518271500175902
311652;1;"{""coordinates"": [-0.3973055499721322, 39.46381596775864], ""type"": ""Point""}";39.46381596775864, -0.3973055499721322
311655;1;"{""coordinates"": [-0.3918848929558079, 39.4944063814657], ""type"": ""Point""}";39.4944063814657, -0.3918848929558079
311658;1;"{""coordinates"": [-0.3904713946949336, 39.461588433073764], ""type"": ""Point""}";39.461588433073764, -0.3904713946949336
311662;1;"{""coordinates"": [-0.3673277144324468, 39.45308010221691], ""type"": ""Point""}";39.45308010221691, -0.3673277144324468
311667;1;"{""coordinates"": [-0.3917774612920901, 39.45170403278104], ""type"": ""Point""}";39.45170403278104, -0.3917774612920901
311669;1;"{""coordinates"": [-0.3443362547298501, 39.45719424028394], ""type"": ""Point""}";39.45719424028394, -0.3443362547298501
311670;1;"{""coordinates"": [-0.3904217579887477, 39.4470170211011], ""type"": ""Point""}";39.4470170211011, -0.3904217579887477
311672;1;"{""coordinates"": [-0.33885766841253717, 39.470779901546415], ""type"": ""Point""}";39.470779901546415, -0.33885766841253717
311675;1;"{""coordinates"": [-0.37672447922943736, 39.497482093353746], ""type"": ""Point""}";39.497482093353746, -0.37672447922943736
311677;1;"{""coordinates"": [-0.3368178578790062, 39.4743833963589], ""type"": ""Point""}";39.4743833963589, -0.3368178578790062
311678;1;"{""coordinates"": [-0.35482790674222936, 39.4809678859564], ""type"": ""Point""}";39.4809678859564, -0.35482790674222936
311684;1;"{""coordinates"": [-0.35832922507456233, 39.491472518502974], ""type"": ""Point""}";39.491472518502974, -0.35832922507456233
311685;1;"{""coordinates"": [-0.36442916187241464, 39.48287339986391], ""type"": ""Point""}";39.48287339986391, -0.36442916187241464
311686;1;"{""coordinates"": [-0.3711754506060494, 39.49337164396149], ""type"": ""Point""}";39.49337164396149, -0.3711754506060494
311692;1;"{""coordinates"": [-0.3881283787333378, 39.49098504717014], ""type"": ""Point""}";39.49098504717014, -0.3881283787333378
311694;1;"{""coordinates"": [-0.37253987851472253, 39.48755465373017], ""type"": ""Point""}";39.48755465373017, -0.37253987851472253
311695;1;"{""coordinates"": [-0.3489256208670715, 39.470838275777616], ""type"": ""Point""}";39.470838275777616, -0.3489256208670715
311698;1;"{""coordinates"": [-0.3449830875022599, 39.46354412686124], ""type"": ""Point""}";39.46354412686124, -0.3449830875022599
311700;1;"{""coordinates"": [-0.3979754822962482, 39.4647396180717], ""type"": ""Point""}";39.4647396180717, -0.3979754822962482
311701;1;"{""coordinates"": [-0.332949786174817, 39.464019479817885], ""type"": ""Point""}";39.464019479817885, -0.332949786174817
311703;1;"{""coordinates"": [-0.3721012838269233, 39.451202131767815], ""type"": ""Point""}";39.451202131767815, -0.3721012838269233
311708;1;"{""coordinates"": [-0.28896588130138284, 39.29912216574622], ""type"": ""Point""}";39.29912216574622, -0.28896588130138284
311711;1;"{""coordinates"": [-0.3700395074240905, 39.48947033238951], ""type"": ""Point""}";39.48947033238951, -0.3700395074240905
311714;1;"{""coordinates"": [-0.38917778032752537, 39.48925084490663], ""type"": ""Point""}";39.48925084490663, -0.38917778032752537
311715;1;"{""coordinates"": [-0.3356745239659343, 39.4722692150521], ""type"": ""Point""}";39.4722692150521, -0.3356745239659343
311717;1;"{""coordinates"": [-0.3710836493936339, 39.49691380205968], ""type"": ""Point""}";39.49691380205968, -0.3710836493936339
311727;1;"{""coordinates"": [-0.36657576646405043, 39.45946027933481], ""type"": ""Point""}";39.45946027933481, -0.36657576646405043
311730;1;"{""coordinates"": [-0.38571493236397875, 39.52738877383517], ""type"": ""Point""}";39.52738877383517, -0.38571493236397875
311731;1;"{""coordinates"": [-0.3296007017862068, 39.472473806359694], ""type"": ""Point""}";39.472473806359694, -0.3296007017862068
