OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
312170;1;"{""coordinates"": [-0.3702046324721384, 39.489031964534966], ""type"": ""Point""}";39.489031964534966, -0.3702046324721384
312171;1;"{""coordinates"": [-0.372327936508921, 39.487681064823796], ""type"": ""Point""}";39.487681064823796, -0.372327936508921
312172;1;"{""coordinates"": [-0.3716393145524699, 39.486188493472085], ""type"": ""Point""}";39.486188493472085, -0.3716393145524699
312174;1;"{""coordinates"": [-0.3715389555810139, 39.48710787461294], ""type"": ""Point""}";39.48710787461294, -0.3715389555810139
312175;1;"{""coordinates"": [-0.3636315629377239, 39.49266464591492], ""type"": ""Point""}";39.49266464591492, -0.3636315629377239
312178;1;"{""coordinates"": [-0.3674830116473047, 39.495359004647305], ""type"": ""Point""}";39.495359004647305, -0.3674830116473047
312184;2;"{""coordinates"": [-0.3680293164953272, 39.4938835308284], ""type"": ""Point""}";39.4938835308284, -0.3680293164953272
312194;1;"{""coordinates"": [-0.37013286831661757, 39.49452035204299], ""type"": ""Point""}";39.49452035204299, -0.37013286831661757
312195;1;"{""coordinates"": [-0.3715098585905362, 39.49378736932984], ""type"": ""Point""}";39.49378736932984, -0.3715098585905362
312196;1;"{""coordinates"": [-0.37301340898568724, 39.49440866300205], ""type"": ""Point""}";39.49440866300205, -0.37301340898568724
312198;1;"{""coordinates"": [-0.37258522462870997, 39.49659469571395], ""type"": ""Point""}";39.49659469571395, -0.37258522462870997
312199;2;"{""coordinates"": [-0.40346306081767225, 39.46182094858889], ""type"": ""Point""}";39.46182094858889, -0.40346306081767225
312201;1;"{""coordinates"": [-0.39698848970251477, 39.47735989691993], ""type"": ""Point""}";39.47735989691993, -0.39698848970251477
312202;1;"{""coordinates"": [-0.4068586031833936, 39.46485069030823], ""type"": ""Point""}";39.46485069030823, -0.4068586031833936
312208;1;"{""coordinates"": [-0.37589883983151995, 39.432146634760734], ""type"": ""Point""}";39.432146634760734, -0.37589883983151995
312209;1;"{""coordinates"": [-0.3755225951578168, 39.43257153794326], ""type"": ""Point""}";39.43257153794326, -0.3755225951578168
312217;1;"{""coordinates"": [-0.4005303302863149, 39.45965338315654], ""type"": ""Point""}";39.45965338315654, -0.4005303302863149
312219;1;"{""coordinates"": [-0.36277633492299133, 39.48788089549118], ""type"": ""Point""}";39.48788089549118, -0.36277633492299133
312224;1;"{""coordinates"": [-0.3372255514166177, 39.42172871633449], ""type"": ""Point""}";39.42172871633449, -0.3372255514166177
312227;1;"{""coordinates"": [-0.3844259367449862, 39.48193364992497], ""type"": ""Point""}";39.48193364992497, -0.3844259367449862
312231;1;"{""coordinates"": [-0.364154795905912, 39.4859294172382], ""type"": ""Point""}";39.4859294172382, -0.364154795905912
312234;1;"{""coordinates"": [-0.39175237876033125, 39.46682043439774], ""type"": ""Point""}";39.46682043439774, -0.39175237876033125
312235;1;"{""coordinates"": [-0.3564700183994724, 39.48993820607213], ""type"": ""Point""}";39.48993820607213, -0.3564700183994724
312237;1;"{""coordinates"": [-0.35641305699544734, 39.48914669899065], ""type"": ""Point""}";39.48914669899065, -0.35641305699544734
312241;1;"{""coordinates"": [-0.41030815075712623, 39.468252864625434], ""type"": ""Point""}";39.468252864625434, -0.41030815075712623
312243;1;"{""coordinates"": [-0.3957758664831602, 39.483505106318816], ""type"": ""Point""}";39.483505106318816, -0.3957758664831602
312247;1;"{""coordinates"": [-0.4196333964918047, 39.50283026882526], ""type"": ""Point""}";39.50283026882526, -0.4196333964918047
312252;1;"{""coordinates"": [-0.40757331232117744, 39.467144233690505], ""type"": ""Point""}";39.467144233690505, -0.40757331232117744
312253;1;"{""coordinates"": [-0.4132725944288334, 39.46866560913789], ""type"": ""Point""}";39.46866560913789, -0.4132725944288334
312256;1;"{""coordinates"": [-0.3568344512815258, 39.48431672203697], ""type"": ""Point""}";39.48431672203697, -0.3568344512815258
312258;1;"{""coordinates"": [-0.3539207635105577, 39.48660904225036], ""type"": ""Point""}";39.48660904225036, -0.3539207635105577
312259;1;"{""coordinates"": [-0.3590867718005889, 39.46773339120724], ""type"": ""Point""}";39.46773339120724, -0.3590867718005889
312260;1;"{""coordinates"": [-0.4052150544684381, 39.49505681278752], ""type"": ""Point""}";39.49505681278752, -0.4052150544684381
312276;1;"{""coordinates"": [-0.3468630001756002, 39.477338438987026], ""type"": ""Point""}";39.477338438987026, -0.3468630001756002
312279;1;"{""coordinates"": [-0.40264150121465153, 39.47859779536193], ""type"": ""Point""}";39.47859779536193, -0.40264150121465153
312280;1;"{""coordinates"": [-0.39866954290259793, 39.490763958117306], ""type"": ""Point""}";39.490763958117306, -0.39866954290259793
312281;1;"{""coordinates"": [-0.34093439167914263, 39.45913922071904], ""type"": ""Point""}";39.45913922071904, -0.34093439167914263
312282;1;"{""coordinates"": [-0.39014646717249957, 39.493062063895124], ""type"": ""Point""}";39.493062063895124, -0.39014646717249957
312285;1;"{""coordinates"": [-0.4101101406244542, 39.46645304280474], ""type"": ""Point""}";39.46645304280474, -0.4101101406244542
312288;1;"{""coordinates"": [-0.4035933165307108, 39.45440641303445], ""type"": ""Point""}";39.45440641303445, -0.4035933165307108
312289;1;"{""coordinates"": [-0.39237900284239313, 39.45074890855302], ""type"": ""Point""}";39.45074890855302, -0.39237900284239313
312293;1;"{""coordinates"": [-0.3591338036645937, 39.48802304300861], ""type"": ""Point""}";39.48802304300861, -0.3591338036645937
312296;1;"{""coordinates"": [-0.32669782439231243, 39.4828735628101], ""type"": ""Point""}";39.4828735628101, -0.32669782439231243
312297;1;"{""coordinates"": [-0.4092925966107317, 39.467045791861956], ""type"": ""Point""}";39.467045791861956, -0.4092925966107317
312299;1;"{""coordinates"": [-0.32687557085696806, 39.47775627831344], ""type"": ""Point""}";39.47775627831344, -0.32687557085696806
312305;1;"{""coordinates"": [-0.3745736981693064, 39.43913302923543], ""type"": ""Point""}";39.43913302923543, -0.3745736981693064
312307;1;"{""coordinates"": [-0.3340776612439998, 39.46415251769199], ""type"": ""Point""}";39.46415251769199, -0.3340776612439998
312308;1;"{""coordinates"": [-0.33192184493967136, 39.46376475608526], ""type"": ""Point""}";39.46376475608526, -0.33192184493967136
312315;1;"{""coordinates"": [-0.3315159919800734, 39.4636550622112], ""type"": ""Point""}";39.4636550622112, -0.3315159919800734
312317;1;"{""coordinates"": [-0.3805944389979003, 39.439856105980624], ""type"": ""Point""}";39.439856105980624, -0.3805944389979003
312318;1;"{""coordinates"": [-0.36547324098471207, 39.45948910130579], ""type"": ""Point""}";39.45948910130579, -0.36547324098471207
312319;2;"{""coordinates"": [-0.3993972938568211, 39.452256032975995], ""type"": ""Point""}";39.452256032975995, -0.3993972938568211
312320;1;"{""coordinates"": [-0.4026412167506264, 39.47105058028695], ""type"": ""Point""}";39.47105058028695, -0.4026412167506264
312325;1;"{""coordinates"": [-0.36758483191085556, 39.444604517663215], ""type"": ""Point""}";39.444604517663215, -0.36758483191085556
312326;1;"{""coordinates"": [-0.40375376381735284, 39.45298482329637], ""type"": ""Point""}";39.45298482329637, -0.40375376381735284
312329;1;"{""coordinates"": [-0.36054177302663404, 39.48297554608317], ""type"": ""Point""}";39.48297554608317, -0.36054177302663404
312331;1;"{""coordinates"": [-0.3588365906262214, 39.48288978404644], ""type"": ""Point""}";39.48288978404644, -0.3588365906262214
312332;1;"{""coordinates"": [-0.3267886301629319, 39.48166129539807], ""type"": ""Point""}";39.48166129539807, -0.3267886301629319
312338;1;"{""coordinates"": [-0.403496809678009, 39.45669116342284], ""type"": ""Point""}";39.45669116342284, -0.403496809678009
312340;1;"{""coordinates"": [-0.4025545944464071, 39.45543687026741], ""type"": ""Point""}";39.45543687026741, -0.4025545944464071
312343;1;"{""coordinates"": [-0.3913050670453794, 39.43182537833094], ""type"": ""Point""}";39.43182537833094, -0.3913050670453794
312346;1;"{""coordinates"": [-0.3620214888485437, 39.47513083765958], ""type"": ""Point""}";39.47513083765958, -0.3620214888485437
312348;1;"{""coordinates"": [-0.3266658816760916, 39.47868469450877], ""type"": ""Point""}";39.47868469450877, -0.3266658816760916
312350;1;"{""coordinates"": [-0.32686350982689916, 39.478414096731115], ""type"": ""Point""}";39.478414096731115, -0.32686350982689916
312353;1;"{""coordinates"": [-0.3287936754287848, 39.48166846938453], ""type"": ""Point""}";39.48166846938453, -0.3287936754287848
312356;1;"{""coordinates"": [-0.41251193828602406, 39.46724797979679], ""type"": ""Point""}";39.46724797979679, -0.41251193828602406
312357;1;"{""coordinates"": [-0.4134685191995542, 39.46727065205085], ""type"": ""Point""}";39.46727065205085, -0.4134685191995542
312358;1;"{""coordinates"": [-0.4013385027259542, 39.46298045849066], ""type"": ""Point""}";39.46298045849066, -0.4013385027259542
312363;1;"{""coordinates"": [-0.3687282102314424, 39.49053655216166], ""type"": ""Point""}";39.49053655216166, -0.3687282102314424
312364;1;"{""coordinates"": [-0.3689296579391648, 39.49046807079875], ""type"": ""Point""}";39.49046807079875, -0.3689296579391648
312365;1;"{""coordinates"": [-0.3438798342704059, 39.45623866404886], ""type"": ""Point""}";39.45623866404886, -0.3438798342704059
312366;1;"{""coordinates"": [-0.3271866250142398, 39.46671358266365], ""type"": ""Point""}";39.46671358266365, -0.3271866250142398
312371;1;"{""coordinates"": [-0.32764450267350104, 39.47639168429718], ""type"": ""Point""}";39.47639168429718, -0.32764450267350104
312372;1;"{""coordinates"": [-0.3954312881395718, 39.47246694629246], ""type"": ""Point""}";39.47246694629246, -0.3954312881395718
312375;1;"{""coordinates"": [-0.39890852194460835, 39.45253106347414], ""type"": ""Point""}";39.45253106347414, -0.39890852194460835
312376;1;"{""coordinates"": [-0.35863851813989844, 39.488913011631546], ""type"": ""Point""}";39.488913011631546, -0.35863851813989844
312377;1;"{""coordinates"": [-0.35369895466303075, 39.47118076814006], ""type"": ""Point""}";39.47118076814006, -0.35369895466303075
312381;1;"{""coordinates"": [-0.3875604413353949, 39.46011093798098], ""type"": ""Point""}";39.46011093798098, -0.3875604413353949
312385;1;"{""coordinates"": [-0.38788559410781565, 39.458426893288], ""type"": ""Point""}";39.458426893288, -0.38788559410781565
312386;1;"{""coordinates"": [-0.4046483041284787, 39.4545098936627], ""type"": ""Point""}";39.4545098936627, -0.4046483041284787
312387;1;"{""coordinates"": [-0.37860610666027394, 39.494713869768596], ""type"": ""Point""}";39.494713869768596, -0.37860610666027394
312388;1;"{""coordinates"": [-0.37655327689374674, 39.498348636623135], ""type"": ""Point""}";39.498348636623135, -0.37655327689374674
312390;1;"{""coordinates"": [-0.3721525908968058, 39.488345847435795], ""type"": ""Point""}";39.488345847435795, -0.3721525908968058
312400;1;"{""coordinates"": [-0.3655662668345047, 39.491148616373174], ""type"": ""Point""}";39.491148616373174, -0.3655662668345047
312401;1;"{""coordinates"": [-0.3859234815736864, 39.452648423741586], ""type"": ""Point""}";39.452648423741586, -0.3859234815736864
312403;1;"{""coordinates"": [-0.3926843900733949, 39.48798045123146], ""type"": ""Point""}";39.48798045123146, -0.3926843900733949
312406;1;"{""coordinates"": [-0.3872209046131032, 39.455997604222574], ""type"": ""Point""}";39.455997604222574, -0.3872209046131032
312410;1;"{""coordinates"": [-0.37961154679747966, 39.471368091366486], ""type"": ""Point""}";39.471368091366486, -0.37961154679747966
312417;1;"{""coordinates"": [-0.37540931246729087, 39.490788977452524], ""type"": ""Point""}";39.490788977452524, -0.37540931246729087
312421;1;"{""coordinates"": [-0.3328671004491415, 39.47434752311587], ""type"": ""Point""}";39.47434752311587, -0.3328671004491415
312425;1;"{""coordinates"": [-0.37625420820513933, 39.488823948527134], ""type"": ""Point""}";39.488823948527134, -0.37625420820513933
312428;1;"{""coordinates"": [-0.36963501679736405, 39.457599062921155], ""type"": ""Point""}";39.457599062921155, -0.36963501679736405
312432;1;"{""coordinates"": [-0.3661002710338483, 39.456643128344275], ""type"": ""Point""}";39.456643128344275, -0.3661002710338483
312441;1;"{""coordinates"": [-0.38407759854292384, 39.456303349513085], ""type"": ""Point""}";39.456303349513085, -0.38407759854292384
312442;1;"{""coordinates"": [-0.3837531659442632, 39.45718489338848], ""type"": ""Point""}";39.45718489338848, -0.3837531659442632
312446;1;"{""coordinates"": [-0.3695325233579222, 39.45459380215042], ""type"": ""Point""}";39.45459380215042, -0.3695325233579222
312447;1;"{""coordinates"": [-0.3802373703277653, 39.4499250880105], ""type"": ""Point""}";39.4499250880105, -0.3802373703277653
312449;1;"{""coordinates"": [-0.3476073881794181, 39.458406929240105], ""type"": ""Point""}";39.458406929240105, -0.3476073881794181
312450;1;"{""coordinates"": [-0.40440555608168977, 39.46986535704125], ""type"": ""Point""}";39.46986535704125, -0.40440555608168977
312451;1;"{""coordinates"": [-0.4042316082451761, 39.470254950756186], ""type"": ""Point""}";39.470254950756186, -0.4042316082451761
312452;1;"{""coordinates"": [-0.40129018834961355, 39.46929932045916], ""type"": ""Point""}";39.46929932045916, -0.40129018834961355
312456;1;"{""coordinates"": [-0.37854531900628585, 39.45409760649751], ""type"": ""Point""}";39.45409760649751, -0.37854531900628585
312459;1;"{""coordinates"": [-0.39084886436233807, 39.485541396769285], ""type"": ""Point""}";39.485541396769285, -0.39084886436233807
312464;1;"{""coordinates"": [-0.38564006060821693, 39.45860749665195], ""type"": ""Point""}";39.45860749665195, -0.38564006060821693
312465;1;"{""coordinates"": [-0.3857211158265181, 39.45861383336467], ""type"": ""Point""}";39.45861383336467, -0.3857211158265181
312466;1;"{""coordinates"": [-0.3857387123791906, 39.45854300541413], ""type"": ""Point""}";39.45854300541413, -0.3857387123791906
312467;1;"{""coordinates"": [-0.40483324531179293, 39.480881023642986], ""type"": ""Point""}";39.480881023642986, -0.40483324531179293
312470;1;"{""coordinates"": [-0.35234626531462515, 39.472315555560954], ""type"": ""Point""}";39.472315555560954, -0.35234626531462515
312471;1;"{""coordinates"": [-0.35195811262161064, 39.47167980066434], ""type"": ""Point""}";39.47167980066434, -0.35195811262161064
312472;1;"{""coordinates"": [-0.3519377785278899, 39.47154724184051], ""type"": ""Point""}";39.47154724184051, -0.3519377785278899
312478;1;"{""coordinates"": [-0.3490813029418418, 39.47391620053053], ""type"": ""Point""}";39.47391620053053, -0.3490813029418418
312479;1;"{""coordinates"": [-0.35042307726038363, 39.47431230478282], ""type"": ""Point""}";39.47431230478282, -0.35042307726038363
312484;1;"{""coordinates"": [-0.3909085844263099, 39.45542770337735], ""type"": ""Point""}";39.45542770337735, -0.3909085844263099
312495;1;"{""coordinates"": [-0.3506690903317274, 39.46353129850693], ""type"": ""Point""}";39.46353129850693, -0.3506690903317274
312501;1;"{""coordinates"": [-0.39369755769362913, 39.48111432879994], ""type"": ""Point""}";39.48111432879994, -0.39369755769362913
312505;1;"{""coordinates"": [-0.3676419229561373, 39.44273593145172], ""type"": ""Point""}";39.44273593145172, -0.3676419229561373
312508;1;"{""coordinates"": [-0.38854496044560993, 39.43960561321545], ""type"": ""Point""}";39.43960561321545, -0.38854496044560993
312515;1;"{""coordinates"": [-0.334334673470671, 39.452399918747666], ""type"": ""Point""}";39.452399918747666, -0.334334673470671
312520;1;"{""coordinates"": [-0.40534397800927985, 39.46897765423766], ""type"": ""Point""}";39.46897765423766, -0.40534397800927985
312523;1;"{""coordinates"": [-0.3883375263598133, 39.49346470522307], ""type"": ""Point""}";39.49346470522307, -0.3883375263598133
312524;1;"{""coordinates"": [-0.31765454734599496, 39.30931923175651], ""type"": ""Point""}";39.30931923175651, -0.31765454734599496
312526;1;"{""coordinates"": [-0.3315473099641636, 39.481537239478925], ""type"": ""Point""}";39.481537239478925, -0.3315473099641636
312532;1;"{""coordinates"": [-0.3761863358617565, 39.5174773697591], ""type"": ""Point""}";39.5174773697591, -0.3761863358617565
312533;1;"{""coordinates"": [-0.3768004637924359, 39.517428384316254], ""type"": ""Point""}";39.517428384316254, -0.3768004637924359
312537;1;"{""coordinates"": [-0.39240630260642023, 39.46988793727099], ""type"": ""Point""}";39.46988793727099, -0.39240630260642023
312540;1;"{""coordinates"": [-0.34273620989968384, 39.46127696067647], ""type"": ""Point""}";39.46127696067647, -0.34273620989968384
312541;1;"{""coordinates"": [-0.34874469431269944, 39.47456805213881], ""type"": ""Point""}";39.47456805213881, -0.34874469431269944
312543;1;"{""coordinates"": [-0.3311763621281449, 39.483385507347336], ""type"": ""Point""}";39.483385507347336, -0.3311763621281449
312544;1;"{""coordinates"": [-0.38349465605799843, 39.46368712592946], ""type"": ""Point""}";39.46368712592946, -0.38349465605799843
312545;1;"{""coordinates"": [-0.33674616432269144, 39.47350350049075], ""type"": ""Point""}";39.47350350049075, -0.33674616432269144
312547;1;"{""coordinates"": [-0.3717838674324616, 39.4651653778858], ""type"": ""Point""}";39.4651653778858, -0.3717838674324616
312555;1;"{""coordinates"": [-0.3605329314844078, 39.46170381339015], ""type"": ""Point""}";39.46170381339015, -0.3605329314844078
312556;1;"{""coordinates"": [-0.3323563628755647, 39.4779562813574], ""type"": ""Point""}";39.4779562813574, -0.3323563628755647
312557;1;"{""coordinates"": [-0.33031411837254604, 39.48405033561988], ""type"": ""Point""}";39.48405033561988, -0.33031411837254604
312558;1;"{""coordinates"": [-0.3676003422675734, 39.46459364881021], ""type"": ""Point""}";39.46459364881021, -0.3676003422675734
312561;1;"{""coordinates"": [-0.3632953239058071, 39.46660827312583], ""type"": ""Point""}";39.46660827312583, -0.3632953239058071
312563;1;"{""coordinates"": [-0.3645212515702949, 39.46609711255289], ""type"": ""Point""}";39.46609711255289, -0.3645212515702949
312564;1;"{""coordinates"": [-0.3626813093770573, 39.465297021541815], ""type"": ""Point""}";39.465297021541815, -0.3626813093770573
312565;1;"{""coordinates"": [-0.38801002507215326, 39.46468558850379], ""type"": ""Point""}";39.46468558850379, -0.38801002507215326
312575;1;"{""coordinates"": [-0.37782616170030103, 39.44883666333022], ""type"": ""Point""}";39.44883666333022, -0.37782616170030103
312577;1;"{""coordinates"": [-0.40633067196692874, 39.541545374052475], ""type"": ""Point""}";39.541545374052475, -0.40633067196692874
312578;1;"{""coordinates"": [-0.4188209471309565, 39.500801562927556], ""type"": ""Point""}";39.500801562927556, -0.4188209471309565
312579;1;"{""coordinates"": [-0.362212675230914, 39.42989227616166], ""type"": ""Point""}";39.42989227616166, -0.362212675230914
312580;1;"{""coordinates"": [-0.33985397520489413, 39.422349385752156], ""type"": ""Point""}";39.422349385752156, -0.33985397520489413
312589;1;"{""coordinates"": [-0.36015048128271576, 39.48837089277488], ""type"": ""Point""}";39.48837089277488, -0.36015048128271576
312592;1;"{""coordinates"": [-0.35847943616342637, 39.48574155792977], ""type"": ""Point""}";39.48574155792977, -0.35847943616342637
312595;1;"{""coordinates"": [-0.3616583717340621, 39.484703100189], ""type"": ""Point""}";39.484703100189, -0.3616583717340621
312597;2;"{""coordinates"": [-0.35816040758618045, 39.48275552425499], ""type"": ""Point""}";39.48275552425499, -0.35816040758618045
312602;1;"{""coordinates"": [-0.36287028110849906, 39.48485783246582], ""type"": ""Point""}";39.48485783246582, -0.36287028110849906
312607;1;"{""coordinates"": [-0.3339563210185395, 39.47252882629837], ""type"": ""Point""}";39.47252882629837, -0.3339563210185395
312610;1;"{""coordinates"": [-0.334457573771531, 39.47324497935673], ""type"": ""Point""}";39.47324497935673, -0.334457573771531
312612;1;"{""coordinates"": [-0.3687597929639139, 39.45200045811599], ""type"": ""Point""}";39.45200045811599, -0.3687597929639139
312617;1;"{""coordinates"": [-0.37391257636794567, 39.45631242130216], ""type"": ""Point""}";39.45631242130216, -0.37391257636794567
312618;1;"{""coordinates"": [-0.3728870561265211, 39.45617475168146], ""type"": ""Point""}";39.45617475168146, -0.3728870561265211
312626;1;"{""coordinates"": [-0.36522518416267397, 39.45780271586739], ""type"": ""Point""}";39.45780271586739, -0.36522518416267397
312639;1;"{""coordinates"": [-0.3277846357846611, 39.46657033099765], ""type"": ""Point""}";39.46657033099765, -0.3277846357846611
312650;1;"{""coordinates"": [-0.3501418106690941, 39.470424540075015], ""type"": ""Point""}";39.470424540075015, -0.3501418106690941
312652;1;"{""coordinates"": [-0.3453658082832938, 39.46952078487392], ""type"": ""Point""}";39.46952078487392, -0.3453658082832938
312657;1;"{""coordinates"": [-0.36687364768575503, 39.48783004595975], ""type"": ""Point""}";39.48783004595975, -0.36687364768575503
312659;1;"{""coordinates"": [-0.3653982995538381, 39.4889041857972], ""type"": ""Point""}";39.4889041857972, -0.3653982995538381
312661;1;"{""coordinates"": [-0.38678133564936257, 39.456742787519616], ""type"": ""Point""}";39.456742787519616, -0.38678133564936257
312665;1;"{""coordinates"": [-0.3288626872667541, 39.46689819615895], ""type"": ""Point""}";39.46689819615895, -0.3288626872667541
312666;1;"{""coordinates"": [-0.38101376100175444, 39.449220933020015], ""type"": ""Point""}";39.449220933020015, -0.38101376100175444
312667;1;"{""coordinates"": [-0.3761640204939978, 39.48550567341114], ""type"": ""Point""}";39.48550567341114, -0.3761640204939978
312672;1;"{""coordinates"": [-0.3284931826357354, 39.46583763532491], ""type"": ""Point""}";39.46583763532491, -0.3284931826357354
312673;1;"{""coordinates"": [-0.3471342467538759, 39.46913582022837], ""type"": ""Point""}";39.46913582022837, -0.3471342467538759
312678;1;"{""coordinates"": [-0.37689918488535407, 39.48996476041575], ""type"": ""Point""}";39.48996476041575, -0.37689918488535407
312682;1;"{""coordinates"": [-0.3358979589401958, 39.46021511395275], ""type"": ""Point""}";39.46021511395275, -0.3358979589401958
312685;1;"{""coordinates"": [-0.3854412117749433, 39.49058059486729], ""type"": ""Point""}";39.49058059486729, -0.3854412117749433
312686;1;"{""coordinates"": [-0.4143370515131352, 39.50259168010079], ""type"": ""Point""}";39.50259168010079, -0.4143370515131352
312689;1;"{""coordinates"": [-0.36158930817724894, 39.48388760865646], ""type"": ""Point""}";39.48388760865646, -0.36158930817724894
312690;3;"{""coordinates"": [-0.3751566150289058, 39.44455706895643], ""type"": ""Point""}";39.44455706895643, -0.3751566150289058
312692;1;"{""coordinates"": [-0.40407381607553555, 39.53955837538777], ""type"": ""Point""}";39.53955837538777, -0.40407381607553555
312695;1;"{""coordinates"": [-0.35877627896366987, 39.492450274849105], ""type"": ""Point""}";39.492450274849105, -0.35877627896366987
312696;1;"{""coordinates"": [-0.37193930875905085, 39.493082994924094], ""type"": ""Point""}";39.493082994924094, -0.37193930875905085
312697;1;"{""coordinates"": [-0.3739413541494383, 39.49699985719903], ""type"": ""Point""}";39.49699985719903, -0.3739413541494383
312700;1;"{""coordinates"": [-0.3395131569347217, 39.47327253989153], ""type"": ""Point""}";39.47327253989153, -0.3395131569347217
312704;2;"{""coordinates"": [-0.3546989401664845, 39.48107544249403], ""type"": ""Point""}";39.48107544249403, -0.3546989401664845
312705;1;"{""coordinates"": [-0.3835865278024271, 39.47019758303854], ""type"": ""Point""}";39.47019758303854, -0.3835865278024271
312706;1;"{""coordinates"": [-0.3437321574943748, 39.4702243618871], ""type"": ""Point""}";39.4702243618871, -0.3437321574943748
312708;1;"{""coordinates"": [-0.39237618631336335, 39.489196650531795], ""type"": ""Point""}";39.489196650531795, -0.39237618631336335
312711;1;"{""coordinates"": [-0.37381458669763845, 39.44749769301131], ""type"": ""Point""}";39.44749769301131, -0.37381458669763845
312713;1;"{""coordinates"": [-0.3590278653466788, 39.475779164444006], ""type"": ""Point""}";39.475779164444006, -0.3590278653466788
312714;1;"{""coordinates"": [-0.3629488133339975, 39.473046291299646], ""type"": ""Point""}";39.473046291299646, -0.3629488133339975
312717;1;"{""coordinates"": [-0.3735826682250616, 39.497611228224244], ""type"": ""Point""}";39.497611228224244, -0.3735826682250616
312719;1;"{""coordinates"": [-0.4181035862461534, 39.50288239024816], ""type"": ""Point""}";39.50288239024816, -0.4181035862461534
312722;1;"{""coordinates"": [-0.3736075004235196, 39.488978023288055], ""type"": ""Point""}";39.488978023288055, -0.3736075004235196
312726;1;"{""coordinates"": [-0.32912593185259414, 39.465105949747596], ""type"": ""Point""}";39.465105949747596, -0.32912593185259414
312730;1;"{""coordinates"": [-0.3863960730464861, 39.49011273731933], ""type"": ""Point""}";39.49011273731933, -0.3863960730464861
312734;1;"{""coordinates"": [-0.42024384962489814, 39.50405037526718], ""type"": ""Point""}";39.50405037526718, -0.42024384962489814
312741;1;"{""coordinates"": [-0.3343020105362146, 39.44719200538912], ""type"": ""Point""}";39.44719200538912, -0.3343020105362146
312742;1;"{""coordinates"": [-0.3601829146341488, 39.477204614824956], ""type"": ""Point""}";39.477204614824956, -0.3601829146341488
312746;1;"{""coordinates"": [-0.39807017695958596, 39.47176468858276], ""type"": ""Point""}";39.47176468858276, -0.39807017695958596
312747;1;"{""coordinates"": [-0.3881617733950872, 39.48711151341788], ""type"": ""Point""}";39.48711151341788, -0.3881617733950872
312749;2;"{""coordinates"": [-0.36345479065200914, 39.47418640044466], ""type"": ""Point""}";39.47418640044466, -0.36345479065200914
312750;1;"{""coordinates"": [-0.3637264239369697, 39.474136177108], ""type"": ""Point""}";39.474136177108, -0.3637264239369697
312752;1;"{""coordinates"": [-0.3661517213809064, 39.47618875117626], ""type"": ""Point""}";39.47618875117626, -0.3661517213809064
312754;2;"{""coordinates"": [-0.3621172133566998, 39.47514285723156], ""type"": ""Point""}";39.47514285723156, -0.3621172133566998
312757;1;"{""coordinates"": [-0.3635276585098651, 39.4771019231929], ""type"": ""Point""}";39.4771019231929, -0.3635276585098651
312758;1;"{""coordinates"": [-0.3926733881716597, 39.48600287202708], ""type"": ""Point""}";39.48600287202708, -0.3926733881716597
312761;1;"{""coordinates"": [-0.3940990709639414, 39.48624663210428], ""type"": ""Point""}";39.48624663210428, -0.3940990709639414
312763;1;"{""coordinates"": [-0.39778154976337976, 39.484376759231566], ""type"": ""Point""}";39.484376759231566, -0.39778154976337976
312767;1;"{""coordinates"": [-0.399560325908277, 39.484673375771], ""type"": ""Point""}";39.484673375771, -0.399560325908277
312768;1;"{""coordinates"": [-0.3987984257355801, 39.48593100641331], ""type"": ""Point""}";39.48593100641331, -0.3987984257355801
312773;1;"{""coordinates"": [-0.4022426138514002, 39.4901704682804], ""type"": ""Point""}";39.4901704682804, -0.4022426138514002
312774;1;"{""coordinates"": [-0.3999859621459693, 39.48858369680929], ""type"": ""Point""}";39.48858369680929, -0.3999859621459693
312776;1;"{""coordinates"": [-0.4031814925137169, 39.491819832707954], ""type"": ""Point""}";39.491819832707954, -0.4031814925137169
312778;1;"{""coordinates"": [-0.40236724588488454, 39.493603645917815], ""type"": ""Point""}";39.493603645917815, -0.40236724588488454
312779;1;"{""coordinates"": [-0.4043451785362774, 39.494174817688396], ""type"": ""Point""}";39.494174817688396, -0.4043451785362774
312780;1;"{""coordinates"": [-0.406934971721381, 39.49508918161724], ""type"": ""Point""}";39.49508918161724, -0.406934971721381
312781;1;"{""coordinates"": [-0.3973048282267446, 39.492535455025546], ""type"": ""Point""}";39.492535455025546, -0.3973048282267446
312783;1;"{""coordinates"": [-0.3843805213533284, 39.462460670069774], ""type"": ""Point""}";39.462460670069774, -0.3843805213533284
312786;1;"{""coordinates"": [-0.3804111408409766, 39.46278877985968], ""type"": ""Point""}";39.46278877985968, -0.3804111408409766
312787;1;"{""coordinates"": [-0.38025207942689865, 39.4631540151783], ""type"": ""Point""}";39.4631540151783, -0.38025207942689865
312788;1;"{""coordinates"": [-0.38484261070312825, 39.46408571941733], ""type"": ""Point""}";39.46408571941733, -0.38484261070312825
312789;4;"{""coordinates"": [-0.3810159409473167, 39.46434079152743], ""type"": ""Point""}";39.46434079152743, -0.3810159409473167
312792;1;"{""coordinates"": [-0.3906275974687287, 39.45954767482991], ""type"": ""Point""}";39.45954767482991, -0.3906275974687287
312793;1;"{""coordinates"": [-0.39413138664410824, 39.45827581934267], ""type"": ""Point""}";39.45827581934267, -0.39413138664410824
