Id. Falla;OBJECTID;geo_shape;geo_point_2d
248;3019;"{""coordinates"": [[[-0.40605420990282015, 39.471281482015364], [-0.4069608632418337, 39.471454055151426], [-0.4069284154794868, 39.47155860751973], [-0.40602021001098315, 39.47138613550712], [-0.40605420990282015, 39.471281482015364]]], ""type"": ""Polygon""}";39.471420032462404, -0.4064906501645944
393;3021;"{""coordinates"": [[[-0.40632817351861356, 39.48033826293887], [-0.405653917600601, 39.48062775957082], [-0.4055975923318181, 39.4805489901296], [-0.4062710881623448, 39.48025981738459], [-0.40632817351861356, 39.48033826293887]]], ""type"": ""Polygon""}";39.48044371430453, -0.405962699567517
336;3023;"{""coordinates"": [[[-0.3928654100452917, 39.48838374680251], [-0.3930674913211197, 39.4882949117406], [-0.39344917075560243, 39.48882041075087], [-0.3932488156481487, 39.48891261843991], [-0.3928654100452917, 39.48838374680251]]], ""type"": ""Polygon""}";39.48860308538802, -0.39315770857764987
98;3027;"{""coordinates"": [[[-0.3699827760493291, 39.46064533713472], [-0.36987893677986083, 39.46048545211922], [-0.37045843075016033, 39.46023785402872], [-0.3705309210706148, 39.46032113732421], [-0.3706201973875923, 39.46044573724496], [-0.37050877708026264, 39.460420334009534], [-0.3699827760493291, 39.46064533713472]]], ""type"": ""Polygon""}";39.46043914640576, -0.3702336390738165
153;3028;"{""coordinates"": [[[-0.33084871812812605, 39.47177113021515], [-0.33083571554368396, 39.47184117804006], [-0.3302147125632045, 39.47174845368608], [-0.33023180148739933, 39.471678434954335], [-0.33084871812812605, 39.47177113021515]]], ""type"": ""Polygon""}";39.47175977430307, -0.33053231292165275
233;3030;"{""coordinates"": [[[-0.36249217408699924, 39.45721728507241], [-0.3628518543699363, 39.45772674505852], [-0.36271745005344014, 39.457776055220144], [-0.3623625168721301, 39.457272066400655], [-0.36249217408699924, 39.45721728507241]]], ""type"": ""Polygon""}";39.4574982113006, -0.36260628051625343
55;3032;"{""coordinates"": [[[-0.36958105288284526, 39.45804092603296], [-0.3693469637120202, 39.45804184371334], [-0.36916175549645863, 39.45804395752248], [-0.3690674135249658, 39.458042558814526], [-0.36897733122901316, 39.45804315371538], [-0.36849386593720274, 39.45804650575677], [-0.36848187046419134, 39.457935592556154], [-0.36856086175335084, 39.45797350638562], [-0.36957616074908495, 39.45796892776501], [-0.36958105288284526, 39.45804092603296]]], ""type"": ""Polygon""}";39.45800657724785, -0.3690245757912922
193;3038;"{""coordinates"": [[[-0.3864636512698077, 39.44788495895411], [-0.3860274901816085, 39.44789306105806], [-0.3860361077695674, 39.447796960294404], [-0.3864604646711921, 39.44778780985406], [-0.3864636512698077, 39.44788495895411]]], ""type"": ""Polygon""}";39.44784090956037, -0.38624739934307145
26;3040;"{""coordinates"": [[[-0.3928259795752896, 39.49915277005591], [-0.3929380127018145, 39.49908280283117], [-0.39297039426440056, 39.49908431857327], [-0.39312582884911645, 39.49898709055119], [-0.39313867983871714, 39.49893745759793], [-0.39322699264013405, 39.49888380161395], [-0.3932518064011635, 39.4988908563565], [-0.39327438916242874, 39.49889012159364], [-0.3932957124927228, 39.49888307404251], [-0.3934501784114945, 39.49878305363994], [-0.39345172658749183, 39.49875588093701], [-0.3936523855883438, 39.498578029101836], [-0.39372771788460564, 39.49849799480573], [-0.3937952732789642, 39.49855430517083], [-0.3937654129370922, 39.498587265183936], [-0.3937499937066681, 39.49860422970059], [-0.3937434073083883, 39.498612169149006], [-0.39374809459159876, 39.498629408100065], [-0.39374947689467465, 39.49863448763029], [-0.3937107651025813, 39.49867516420137], [-0.39366225589667553, 39.49871853262636], [-0.3937329288546249, 39.49877347695947], [-0.39383731083537465, 39.49887410417215], [-0.3938536191575913, 39.49888982544613], [-0.3937459181406471, 39.49895806736559], [-0.3936247989825803, 39.498841590232544], [-0.39344685680161773, 39.49895206682443], [-0.39339816949101175, 39.49891049811009], [-0.39317221276291997, 39.499053849414246], [-0.39290021220134796, 39.49922197819636], [-0.3928259795752896, 39.49915277005591]]], ""type"": ""Polygon""}";39.49886721604787, -0.3934324763261066
225;3041;"{""coordinates"": [[[-0.3316407438729406, 39.46308005637491], [-0.3316213284947301, 39.46321707949641], [-0.3316028043531105, 39.46321521276389], [-0.3315881370347108, 39.463264514158446], [-0.33157772291684046, 39.46326328407501], [-0.33154568896854436, 39.46338686917826], [-0.3315635852219402, 39.46338907915014], [-0.3315910932157203, 39.4633907674969], [-0.3315791290371625, 39.46346358071323], [-0.33156836157151187, 39.46354765530759], [-0.33154690171893925, 39.46367880370532], [-0.33138447696379103, 39.463664367157065], [-0.33142436037936834, 39.4634145057347], [-0.33145850054212067, 39.46341624100294], [-0.33149362004198796, 39.46324324625718], [-0.33152965888611624, 39.46307562830232], [-0.3316407438729406, 39.46308005637491]]], ""type"": ""Polygon""}";39.46340551845984, -0.33151441593128417
184;3042;"{""coordinates"": [[[-0.34135917635070534, 39.466896998002305], [-0.3415755670689174, 39.46695836111265], [-0.341499814885455, 39.46740068310585], [-0.34146930751704707, 39.4675458377923], [-0.34144456386152533, 39.467623415447804], [-0.3412452906610862, 39.46755918253712], [-0.34116354222290424, 39.467529849032374], [-0.34106704931852794, 39.46749983668323], [-0.34135917635070534, 39.466896998002305]]], ""type"": ""Polygon""}";39.46727579631785, -0.3413554121547193
379;3045;"{""coordinates"": [[[-0.4020851304416189, 39.49235146506692], [-0.40224131619957004, 39.492568504418074], [-0.4020328603251763, 39.49265092022592], [-0.4018796378114974, 39.492437560291194], [-0.4020851304416189, 39.49235146506692]]], ""type"": ""Polygon""}";39.49250201050967, -0.4020600544544673
351;3046;"{""coordinates"": [[[-0.331645984522352, 39.47792129871511], [-0.33161206631427625, 39.47808008868907], [-0.3315796787830761, 39.478232071671556], [-0.3315452275360347, 39.47839482132203], [-0.3314669335676154, 39.47838437408009], [-0.3313732558845195, 39.478375801350346], [-0.33137936016238595, 39.47834697848919], [-0.33138766201588854, 39.47830777579457], [-0.33143478599507703, 39.478086556012876], [-0.33147246649906725, 39.47791031160645], [-0.331645984522352, 39.47792129871511]]], ""type"": ""Polygon""}";39.47815017119038, -0.3315094715206617
2;3047;"{""coordinates"": [[[-0.37131393695191206, 39.46241799811556], [-0.3713535974672793, 39.46242339958226], [-0.3715660251276795, 39.4623345126534], [-0.3715541209078493, 39.46231730687503], [-0.3715796102708871, 39.46230628993292], [-0.3716079941508015, 39.46229402136166], [-0.3716828229015562, 39.4624025580567], [-0.37196023503701475, 39.46228541550756], [-0.3719708309199681, 39.46225709721515], [-0.3719954513581326, 39.46227271757362], [-0.3720527137679371, 39.4625141411162], [-0.3720421654406815, 39.46252109161513], [-0.3720249787703094, 39.462528468565644], [-0.3720205542951086, 39.46255647597431], [-0.3719938742501688, 39.46266938354915], [-0.3719900090952746, 39.46269488113966], [-0.37197645321852657, 39.462693763807486], [-0.3719672838718058, 39.46275211366178], [-0.3719842103609324, 39.462796459368704], [-0.3719974089887637, 39.462942790481414], [-0.3720094294177012, 39.463086119341156], [-0.3720245657428328, 39.46328969834005], [-0.3719825811903195, 39.46330662870824], [-0.37167078034026346, 39.462969607678886], [-0.3717077855880916, 39.46294724871936], [-0.3717501237429215, 39.46292548962032], [-0.3718441651238684, 39.46287869855601], [-0.3718430905979078, 39.4627245057594], [-0.371839290844106, 39.46254517263196], [-0.3715077383302639, 39.462507404762825], [-0.37148585635393605, 39.46256365448176], [-0.3714729936565068, 39.46259695016857], [-0.37131393695191206, 39.46241799811556]]], ""type"": ""Polygon""}";39.462687086143156, -0.3718163626525956
256;3050;"{""coordinates"": [[[-0.337451521210856, 39.47223412316832], [-0.3375172605829374, 39.47210084871072], [-0.3377753514473123, 39.471577612543534], [-0.33801714199516475, 39.471643075872905], [-0.3377947892736067, 39.4720948226676], [-0.337691771954975, 39.472303498640734], [-0.337451521210856, 39.47223412316832]]], ""type"": ""Polygon""}";39.47193971619402, -0.3377340632737188
88;3052;"{""coordinates"": [[[-0.37858018537951144, 39.465549708817285], [-0.378351332169361, 39.46608272705891], [-0.3782179016444418, 39.46605042212797], [-0.3784451369819806, 39.46551625147036], [-0.37858018537951144, 39.465549708817285]]], ""type"": ""Polygon""}";39.46579914104272, -0.3783988951408691
278;3054;"{""coordinates"": [[[-0.3678408239042756, 39.46600228708081], [-0.3679356648407279, 39.46612753123615], [-0.367551669160283, 39.46628990880117], [-0.3674934220252888, 39.46644772785058], [-0.36744424868897935, 39.46646763235571], [-0.3673760374643854, 39.4663760082773], [-0.3674615920216192, 39.46616175881191], [-0.3678408239042756, 39.46600228708081]]], ""type"": ""Polygon""}";39.466203532174276, -0.3676234919404906
302;3056;"{""coordinates"": [[[-0.39052431188821013, 39.46523177671728], [-0.39060518799683636, 39.465344043531466], [-0.3907768978967103, 39.465581863353364], [-0.39115826427749334, 39.46573647064458], [-0.39107852855230735, 39.46586644102939], [-0.3908132562499395, 39.46575851475738], [-0.390432502702991, 39.465921390097655], [-0.38987055036327467, 39.466159798424215], [-0.3897561647980714, 39.466002551475306], [-0.39053678854882173, 39.46567161354606], [-0.3905686273272036, 39.46558467169342], [-0.390441815524723, 39.46540966116604], [-0.3903671588704934, 39.465306132820764], [-0.39052431188821013, 39.46523177671728]]], ""type"": ""Polygon""}";39.465753384700946, -0.3904671463930531
338;3058;"{""coordinates"": [[[-0.3329557183473828, 39.38405158194558], [-0.33290044162133553, 39.384053575241055], [-0.33290062354102046, 39.384056723499434], [-0.3328253982391534, 39.38405943934209], [-0.3328252163228592, 39.384056291083695], [-0.33278406376009684, 39.38405777949369], [-0.33278444735818286, 39.38406416655236], [-0.33277367086391274, 39.38406455898132], [-0.33277328760966773, 39.38405816292169], [-0.33251785206957896, 39.384067375060035], [-0.3325623377282813, 39.383971685689225], [-0.3326504074274027, 39.38396877908808], [-0.33285209963851387, 39.38396262300809], [-0.332929635521332, 39.3839603817594], [-0.3329557183473828, 39.38405158194558]]], ""type"": ""Polygon""}";39.38401443285468, -0.33274132655905725
388;3060;"{""coordinates"": [[[-0.39013747532902276, 39.49799105750325], [-0.39026840582406935, 39.49812472212209], [-0.3894798423334393, 39.49860895438196], [-0.3892973806326097, 39.49872097341251], [-0.3889026681109911, 39.49896334697079], [-0.38877224586637676, 39.49883092195735], [-0.39013747532902276, 39.49799105750325]]], ""type"": ""Polygon""}";39.49847699944725, -0.38952102857229043
154;3063;"{""coordinates"": [[[-0.3818234423146002, 39.463128461607866], [-0.3806492298806717, 39.46273095754444], [-0.38069753617788976, 39.46258964488166], [-0.3818286250401684, 39.46297433576397], [-0.3818234423146002, 39.463128461607866]]], ""type"": ""Polygon""}";39.46285592913053, -0.38124851136974114
242;3064;"{""coordinates"": [[[-0.377177901447107, 39.468264775002005], [-0.37702448498154395, 39.468252175693586], [-0.37704296402905474, 39.4680169459672], [-0.3770721319153284, 39.46791080495477], [-0.37722901234168393, 39.467924026501414], [-0.377177901447107, 39.468264775002005]]], ""type"": ""Polygon""}";39.46808610578901, -0.37712248826548994
14;3067;"{""coordinates"": [[[-0.3681311597314593, 39.46588087922487], [-0.36822229505368803, 39.46600626445129], [-0.3679356648407279, 39.46612753123615], [-0.3678408239042756, 39.46600228708081], [-0.3681311597314593, 39.46588087922487]]], ""type"": ""Polygon""}";39.46600422254846, -0.3680322006259349
84;3068;"{""coordinates"": [[[-0.3664542149786218, 39.46923638530936], [-0.36634084834040953, 39.4693023324814], [-0.36598332096589636, 39.46879100320882], [-0.36596208026141763, 39.46879637748119], [-0.3659289101429092, 39.46880185882406], [-0.36590051851046357, 39.46880453142427], [-0.36587339191361445, 39.4688057138106], [-0.3658490425977403, 39.46880494207606], [-0.36582165121944576, 39.4688030996049], [-0.36523833171460474, 39.469643257268615], [-0.36507852931646123, 39.46956905477232], [-0.3656470098447588, 39.468751130346064], [-0.36570007364599955, 39.468646692608125], [-0.36602013700619696, 39.46865749596463], [-0.36611740807254134, 39.46875409735913], [-0.36612658704220435, 39.46876962033013], [-0.3664542149786218, 39.46923638530936]]], ""type"": ""Polygon""}";39.46906567482648, -0.3657204898035065
188;3069;"{""coordinates"": [[[-0.36513442599443363, 39.487991067265625], [-0.3649360465151599, 39.488152512706826], [-0.36487960388600094, 39.48817442755802], [-0.36477938271788096, 39.48809736756754], [-0.36502675227982834, 39.48789695427551], [-0.36513442599443363, 39.487991067265625]]], ""type"": ""Polygon""}";39.488041276130495, -0.36495908415223705
272;3070;"{""coordinates"": [[[-0.35585189262525474, 39.47776740730175], [-0.3560398917525391, 39.47738524518983], [-0.35621614918957556, 39.477428398453355], [-0.35602505765060594, 39.47781792272326], [-0.35585189262525474, 39.47776740730175]]], ""type"": ""Polygon""}";39.477599901884744, -0.356033479038545
241;3072;"{""coordinates"": [[[-0.35550819471664347, 39.48387109864675], [-0.3556577299710187, 39.48391775273157], [-0.355613686925176, 39.48402107628226], [-0.35558602902395314, 39.48401252816486], [-0.35548917832045906, 39.484199868156026], [-0.35536096643607784, 39.48415683420874], [-0.35550819471664347, 39.48387109864675]]], ""type"": ""Polygon""}";39.48403084470786, -0.3555066699589931
100;3074;"{""coordinates"": [[[-0.39088594107297947, 39.44383268732363], [-0.3909066359328736, 39.44377309256618], [-0.39093844540991746, 39.44368487212655], [-0.3914231205289542, 39.443798811812464], [-0.3913640488879433, 39.44394637714436], [-0.39088594107297947, 39.44383268732363]]], ""type"": ""Polygon""}";39.443815584051784, -0.39115316321249927
21;3075;"{""coordinates"": [[[-0.3859260514549728, 39.47466437040623], [-0.3859237054699381, 39.474575235865835], [-0.38609891585740325, 39.47457022589911], [-0.3863729628193936, 39.47456211712962], [-0.3865643774019597, 39.474556264625484], [-0.3866976947881062, 39.47455210886128], [-0.38669353242802684, 39.47464241772756], [-0.386502069639334, 39.47464778198178], [-0.38634090011693073, 39.47465244530386], [-0.3861464939166983, 39.474657688716945], [-0.38603637843598587, 39.4746609063199], [-0.3859260514549728, 39.47466437040623]]], ""type"": ""Polygon""}";39.474608462137816, -0.38631114063487515
135;3076;"{""coordinates"": [[[-0.3870924266806471, 39.484645085945125], [-0.3866410751130242, 39.48483815355196], [-0.3866922468788866, 39.48490894417597], [-0.38657247548538226, 39.484963859023836], [-0.38638349623208323, 39.48470129585753], [-0.386506582044185, 39.48464864127836], [-0.38655749761979247, 39.48472005681422], [-0.387007311531272, 39.48452767655109], [-0.3870924266806471, 39.484645085945125]]], ""type"": ""Polygon""}";39.48472890763055, -0.38671695960359326
99;3077;"{""coordinates"": [[[-0.3868241860052753, 39.47214207475046], [-0.3868124580910821, 39.472168765386414], [-0.38657131220331237, 39.472110686063566], [-0.38657917719401075, 39.47210738553719], [-0.3865863834517436, 39.47208970114559], [-0.3868241860052753, 39.47214207475046]]], ""type"": ""Polygon""}";39.47212893383123, -0.38670332687259945
367;3080;"{""coordinates"": [[[-0.40166634020325565, 39.46166183111938], [-0.40159671614686177, 39.460609762274856], [-0.4008985257566043, 39.46063648737127], [-0.40088502041231333, 39.46046429481199], [-0.40141083972498415, 39.46043804007555], [-0.4015980290784765, 39.460429703031004], [-0.40172383140270096, 39.46038358225541], [-0.4017357527894046, 39.46060465014704], [-0.40180564133489555, 39.46165591404825], [-0.40166634020325565, 39.46166183111938]]], ""type"": ""Polygon""}";39.460826779617776, -0.40150804286721214
312;3082;"{""coordinates"": [[[-0.35045211194664205, 39.47095349999704], [-0.35070217545741716, 39.47102764250014], [-0.35063069654698115, 39.471179151934955], [-0.35037471870621767, 39.47110396363866], [-0.35045211194664205, 39.47095349999704]]], ""type"": ""Polygon""}";39.47106631848939, -0.3505397027722669
87;3085;"{""coordinates"": [[[-0.3948342936048106, 39.46682004630255], [-0.39465153702618283, 39.46636596563217], [-0.39442945168169885, 39.465816415634976], [-0.3947605105511643, 39.46572631247885], [-0.39500520353636853, 39.46633526654756], [-0.39516121569737106, 39.46672352242773], [-0.3948342936048106, 39.46682004630255]]], ""type"": ""Polygon""}";39.466271239040516, -0.39479612715546625
369;3087;"{""coordinates"": [[[-0.3544010541883987, 39.486323862012185], [-0.35436756016545323, 39.4865053769852], [-0.35404456521585026, 39.48647020881985], [-0.3540729215919355, 39.48628841119794], [-0.3544010541883987, 39.486323862012185]]], ""type"": ""Polygon""}";39.48639673236481, -0.35422160585810786
22;3088;"{""coordinates"": [[[-0.36289861359860903, 39.475610240919785], [-0.36200825254513186, 39.475349780943624], [-0.36202199835634036, 39.475304228431845], [-0.36291992293981135, 39.475572222808154], [-0.36289861359860903, 39.475610240919785]]], ""type"": ""Polygon""}";39.475456596599145, -0.3624538048499782
298;3092;"{""coordinates"": [[[-0.37364962214735387, 39.49533863303848], [-0.3735053040154927, 39.49537005816918], [-0.37321197735297956, 39.49543397388931], [-0.37317591131326927, 39.49542420381322], [-0.37306773296977724, 39.49542589041189], [-0.3730442181296985, 39.49544420509921], [-0.37282742334283475, 39.495429943302604], [-0.37282924822635427, 39.49541329132971], [-0.37272870650144874, 39.495407982010256], [-0.3727169105631792, 39.49542109329497], [-0.3726515620756286, 39.495416804901744], [-0.37263499382355303, 39.49539763797887], [-0.372620112460552, 39.495396659149634], [-0.37257143620685096, 39.49539457919311], [-0.3725340779845053, 39.495401272938196], [-0.3725163510795621, 39.49542033279876], [-0.3725073108024344, 39.49543437121768], [-0.37250150812067323, 39.495459385252], [-0.3724858621499819, 39.495362032308584], [-0.37249552838203515, 39.495294061783135], [-0.37252018020287747, 39.495263748024264], [-0.37258340186606304, 39.49526781993263], [-0.37266416016550075, 39.49527408649769], [-0.372918911159334, 39.49529064368598], [-0.37308137960785187, 39.495301123996946], [-0.3732341447565492, 39.495311020762394], [-0.3732496064869374, 39.495311100045555], [-0.3732734422553415, 39.49530803449512], [-0.3736102149723464, 39.49523448114492], [-0.37364962214735387, 39.49533863303848]]], ""type"": ""Polygon""}";39.4953474910611, -0.37303383000962936
296;3095;"{""coordinates"": [[[-0.34463810129695205, 39.47427277211126], [-0.34416073392261703, 39.474131526296944], [-0.34433582700262855, 39.4737757130485], [-0.3448136034330477, 39.47391516662399], [-0.34463810129695205, 39.47427277211126]]], ""type"": ""Polygon""}";39.47402387496786, -0.344487240249623
245;3103;"{""coordinates"": [[[-0.39882588636674904, 39.47665679049082], [-0.39890703808875017, 39.47690704950063], [-0.3987935792271739, 39.476928182346676], [-0.3987137500199739, 39.4766766646053], [-0.39882588636674904, 39.47665679049082]]], ""type"": ""Polygon""}";39.4767924806396, -0.3988101243757145
246;3105;"{""coordinates"": [[[-0.3879513615904183, 39.44019576928385], [-0.3883861859409712, 39.440274749476174], [-0.3883691332340387, 39.440346046150935], [-0.38792938808514016, 39.44026516885442], [-0.3879513615904183, 39.44019576928385]]], ""type"": ""Polygon""}";39.44027059284435, -0.388159489786405
272;3113;"{""coordinates"": [[[-0.3569884930153628, 39.47765698254523], [-0.35679649447644773, 39.47804752979815], [-0.3566238834227141, 39.477994420083206], [-0.35670902129796667, 39.47781975621619], [-0.3568168862224422, 39.47759874025115], [-0.3569884930153628, 39.47765698254523]]], ""type"": ""Polygon""}";39.477824111665875, -0.3568063754923863
51;3115;"{""coordinates"": [[[-0.3847021261195549, 39.45786097491873], [-0.38476536047529986, 39.45760614184068], [-0.38483805566331547, 39.457312873738736], [-0.38488054542102396, 39.45714043245292], [-0.38498231490518864, 39.4567293974154], [-0.3850440631296513, 39.456479246806346], [-0.38518066123199285, 39.45650176117621], [-0.38504773577453055, 39.45703859465009], [-0.38498243134244425, 39.45730394058523], [-0.38492746062903266, 39.45752597393023], [-0.38484017964305084, 39.457872621786834], [-0.38524542634360043, 39.45791273012319], [-0.3852278448029444, 39.45802943037326], [-0.3850928461675067, 39.458014493305306], [-0.3849446441512182, 39.45800074545245], [-0.3848016949090702, 39.45798715704907], [-0.3845639688583786, 39.457965461903974], [-0.3842489024324736, 39.45793691401808], [-0.3841905873775026, 39.45817235790207], [-0.3840120334346161, 39.45814421698973], [-0.38406679451518494, 39.45790814096633], [-0.38420298831566824, 39.457875610706004], [-0.3842697713760051, 39.45782169149488], [-0.3847021261195549, 39.45786097491873]]], ""type"": ""Polygon""}";39.45753547322448, -0.38476512985897654
281;3116;"{""coordinates"": [[[-0.37211501051976287, 39.485377375053105], [-0.371868121098605, 39.485927521721045], [-0.3717347143002086, 39.485892070023084], [-0.3719738415228395, 39.48534968301909], [-0.37211501051976287, 39.485377375053105]]], ""type"": ""Polygon""}";39.48563540758416, -0.371923679991228
176;3118;"{""coordinates"": [[[-0.3901107363926132, 39.48701125664976], [-0.3900403721305555, 39.48716092757913], [-0.38896988949384925, 39.48685170857387], [-0.3890330403215235, 39.486702694223254], [-0.3901107363926132, 39.48701125664976]]], ""type"": ""Polygon""}";39.486931992816515, -0.3895399917253922
101;3120;"{""coordinates"": [[[-0.3780728097174864, 39.45493163376401], [-0.377917442865188, 39.45490848854741], [-0.37806914231667266, 39.45429813917495], [-0.378220411210449, 39.45431791883015], [-0.3780728097174864, 39.45493163376401]]], ""type"": ""Polygon""}";39.45461563577101, -0.378069620863321
3;3121;"{""coordinates"": [[[-0.3777492458804302, 39.475014352514094], [-0.37775504721706443, 39.47497633478631], [-0.37786371594599966, 39.4749848515876], [-0.3778869866541408, 39.474986734297026], [-0.3778985701678358, 39.474982402984715], [-0.37790835241381276, 39.474974964434324], [-0.37793291486444147, 39.474738857643615], [-0.37767239942240927, 39.474708385168675], [-0.37770217873393325, 39.474677091258656], [-0.37776212112504426, 39.474684299596156], [-0.3778996495848545, 39.47469938455431], [-0.37821589940744604, 39.47473769038731], [-0.3781974614351987, 39.4747702375813], [-0.3779797868994951, 39.47474424576509], [-0.3779693999065035, 39.474847926937194], [-0.37796367243060763, 39.47490421888069], [-0.37795502799306285, 39.47498750472014], [-0.3779496764301689, 39.47502905504582], [-0.37788472719168364, 39.475024290522896], [-0.3777492458804302, 39.475014352514094]]], ""type"": ""Polygon""}";39.474825072996644, -0.3779266487825006
174;3122;"{""coordinates"": [[[-0.36865554605881595, 39.4610054626659], [-0.3687728712185868, 39.461159805559866], [-0.36828979214979796, 39.46136425602316], [-0.36818378661194645, 39.461206482593184], [-0.36865554605881595, 39.4610054626659]]], ""type"": ""Polygon""}";39.46118417520586, -0.3684759740264898
356;3134;"{""coordinates"": [[[-0.41964900328421306, 39.50470287520429], [-0.41968034173536906, 39.50479636467343], [-0.4192959212567363, 39.5048652925777], [-0.41926394541640094, 39.5047720077672], [-0.41964900328421306, 39.50470287520429]]], ""type"": ""Polygon""}";39.50478411633598, -0.41947232757837427
94;3135;"{""coordinates"": [[[-0.3622521274236705, 39.458591452718835], [-0.36214645679136814, 39.458717729610875], [-0.36200025890339393, 39.45890302558981], [-0.36187782317878997, 39.4590564696586], [-0.3617832845270166, 39.45917376487783], [-0.36173779700341, 39.45923038854067], [-0.3616746326363128, 39.45930886260856], [-0.36160048475459333, 39.45940105091639], [-0.36144587983840226, 39.45959275693182], [-0.36136881755198713, 39.45955404426684], [-0.3613591812712735, 39.45950866622399], [-0.3613735867774606, 39.45945138027703], [-0.36154951995934076, 39.45922665486895], [-0.36173324985467714, 39.458998272926664], [-0.362117754363914, 39.45852074684315], [-0.3622521274236705, 39.458591452718835]]], ""type"": ""Polygon""}";39.45905111771058, -0.3617872857052918
328;3138;"{""coordinates"": [[[-0.33138925727582574, 39.482681815248746], [-0.33135817804963064, 39.482804583088935], [-0.33133376751105625, 39.482809370944224], [-0.3309386856892256, 39.48275972227576], [-0.3308177983950517, 39.482742861219265], [-0.3306115629610419, 39.482714212684755], [-0.33044018909535555, 39.48269054114655], [-0.33046917395995995, 39.48255749875554], [-0.3306641894520515, 39.48258401327602], [-0.33109478604907716, 39.48264301435483], [-0.33138925727582574, 39.482681815248746]]], ""type"": ""Polygon""}";39.48268612642884, -0.3309119611429061
57;3144;"{""coordinates"": [[[-0.3787679372141251, 39.466305947488635], [-0.3788249971000043, 39.46632012156615], [-0.3788776296051907, 39.46633427233459], [-0.37869701033337155, 39.4667520763027], [-0.3785069535456989, 39.46719488449978], [-0.3783023237683483, 39.46767981395729], [-0.3781852929838508, 39.467651863523635], [-0.37859148853290026, 39.46669716758296], [-0.3787679372141251, 39.466305947488635]]], ""type"": ""Polygon""}";39.46699573518031, -0.3785295295037157
133;3147;"{""coordinates"": [[[-0.3282238240653024, 39.47239242063274], [-0.32810843628057174, 39.473179645541656], [-0.32790655009430214, 39.473157176976635], [-0.32801711779488385, 39.472371734194034], [-0.3282238240653024, 39.47239242063274]]], ""type"": ""Polygon""}";39.47277380747031, -0.32806423810920543
190;3151;"{""coordinates"": [[[-0.40761257902118203, 39.46577302915588], [-0.4078689907149913, 39.46581622893513], [-0.4078788536432951, 39.46589844473708], [-0.40798481280483306, 39.46589014065501], [-0.40801576626710934, 39.46614628315928], [-0.40786394227117695, 39.46615492372002], [-0.407849233810872, 39.466030944740034], [-0.40783391519662165, 39.46590345941768], [-0.407761542956232, 39.465907957659425], [-0.4077007201737461, 39.465911737818416], [-0.4076284145082761, 39.46591625818227], [-0.40761257902118203, 39.46577302915588]]], ""type"": ""Polygon""}";39.46595021880237, -0.40784472594090915
85;3152;"{""coordinates"": [[[-0.37619805681174007, 39.46261872937744], [-0.37618366452203444, 39.462633714911824], [-0.37610727990179577, 39.46252407837389], [-0.376133509019107, 39.462521967917425], [-0.376593308038621, 39.462330065168935], [-0.37683884526325595, 39.46222758648571], [-0.37707602958398506, 39.46213010422628], [-0.37714274296556644, 39.46222493211367], [-0.37619805681174007, 39.46261872937744]]], ""type"": ""Polygon""}";39.46237837769208, -0.37662624815712575
57;3158;"{""coordinates"": [[[-0.37892920858700113, 39.466215152775966], [-0.37933023528871634, 39.46631932973889], [-0.37927828823352666, 39.46643898170869], [-0.3788776296051907, 39.46633427233459], [-0.37892920858700113, 39.466215152775966]]], ""type"": ""Polygon""}";39.46632697223585, -0.37910399971065234
312;3161;"{""coordinates"": [[[-0.3508905919601029, 39.471256150551305], [-0.3507826116692182, 39.47147589814266], [-0.3507288522140066, 39.471585337076654], [-0.3506619571899634, 39.47156561431753], [-0.3506352700860588, 39.47162047733489], [-0.35044690370732506, 39.47155414571008], [-0.35063069654698115, 39.471179151934955], [-0.3508905919601029, 39.471256150551305]]], ""type"": ""Polygon""}";39.471400654997026, -0.3506672898691777
83;3164;"{""coordinates"": [[[-0.3639882155262722, 39.46626442053241], [-0.36335957080103504, 39.466529495846814], [-0.3633172474168971, 39.46647674951535], [-0.3639524616788484, 39.466208454155236], [-0.3639882155262722, 39.46626442053241]]], ""type"": ""Polygon""}";39.46636959072058, -0.36365467153091496
